,ID,Class,mf0,mf1,mf2,mf3,mf4,mf5,mf6,mf7,mf8,mf9,mf10,mf11,mf12
153,3-170015-A-0,dog,-569.12885,31.646105,0.9391154,1.3978751,1.9937221,-1.6726784,0.40540403,2.950381,0.7219826,3.896252,6.6405935,7.6361074,4.7510653
154,4-183992-A-0,dog,-392.02145,144.35756,17.37812,2.0311306,10.883125,-0.46589702,-12.233515,-5.6663384,-9.983484,-1.2609797,-0.26542443,2.0434697,-2.7280858
155,2-122104-A-0,dog,-362.43985,159.89932,15.848761,-30.096615,-23.095078,-6.011725,-7.553919,-2.1075685,-10.816193,-1.2418016,1.1838408,2.7740111,0.9718593
156,2-114280-A-0,dog,-374.55164,74.197266,-10.375508,-26.790648,-23.925272,-7.424546,-19.370264,-8.436255,-4.091471,-6.5106544,-7.1024055,-7.9350863,-1.6695282
157,3-180977-A-0,dog,-117.29125,96.72814,-45.979397,-11.142449,-21.461336,-2.7391987,3.7584946,15.098211,1.717219,7.8713264,-7.3336086,-2.3171895,-7.251332
158,4-184575-A-0,dog,-401.11462,97.47768,-34.187984,-38.966553,-6.637749,0.27844766,4.3640447,9.715047,3.6606767,18.205208,13.581127,20.001183,6.107101
159,3-144028-A-0,dog,-104.76225,127.13525,-49.137615,-26.890806,-16.181845,-17.81318,-17.489326,-6.19911,-5.8898983,1.412969,-3.6070116,5.8073983,3.9461737
160,1-12654-A-15,drops,-486.5981,77.63288,16.881605,22.5015,9.134636,13.104487,4.572421,6.607892,-0.96328825,0.6904725,-2.458179,-0.5361026,-5.9393253
161,1-90797-A-15,drops,-557.6102,15.705586,4.153489,-4.7009106,-2.096095,0.36073938,-9.008838,-1.4626197,-0.8813457,0.6482787,-1.613235,0.6888648,-0.5541348
162,4-168155-A-15,drops,-497.0893,109.74035,59.219673,21.188034,8.23774,7.800141,14.306531,11.492062,1.804758,-0.90413743,4.795441,12.34386,11.040733
163,4-212604-C-15,drops,-371.54782,91.87461,36.377594,16.73414,16.057194,16.130192,0.4840069,13.197718,12.379968,13.612336,11.185113,9.419401,2.812022
164,2-124564-A-15,drops,-334.1453,69.19466,18.469011,13.934374,-0.20088835,13.616485,5.2391605,12.029808,2.4421813,10.968632,4.620497,4.40561,-0.76391107
165,2-68595-B-15,drops,-493.37082,78.63726,12.302075,10.011126,4.8083982,2.0799785,-4.129768,2.2504458,2.034041,8.146794,5.3658757,0.90620923,-10.313817
166,3-166324-A-15,drops,-727.02,32.337982,14.300114,17.323446,7.12592,8.688939,3.292319,3.3301184,-0.7205318,1.4287492,-1.0759912,-1.959937,-4.068386
167,2-68595-A-15,drops,-435.45123,66.547966,8.809202,25.755917,0.07200854,2.5680673,-2.4329698,5.3316913,5.534945,4.273568,0.53207356,4.402182,-6.72461
168,4-212604-A-15,drops,-416.37985,127.9309,39.635395,38.426197,24.19202,13.274286,0.6002322,7.0238495,3.7738981,13.296496,6.8839025,9.072084,-0.40828556
169,2-64963-A-15,drops,-454.04758,55.16391,-20.21359,5.510606,9.752428,1.0697397,-1.8890297,-2.9848766,-1.705748,11.098195,6.157214,10.587445,-11.667091
170,1-12654-B-15,drops,-486.4316,82.69037,18.127136,23.477003,12.338548,14.282801,5.6232038,5.5031567,-2.7454722,1.4520891,-2.4229355,-1.1956855,-7.426476
171,3-164595-A-15,drops,-712.0434,20.865553,-2.393864,1.0644385,-0.6587687,2.128045,0.34715688,1.7652931,0.17254008,1.7866431,0.21063417,1.462452,0.30078772
172,2-139748-A-15,drops,-507.26892,142.63417,54.1878,21.669474,-3.2102923,-1.838585,-19.878904,9.534333,-3.9586244,-5.200854,-2.6855817,13.731281,8.159692
173,4-212604-B-15,drops,-329.34647,85.96356,43.84109,29.368616,15.08514,24.300692,1.4402273,12.41417,10.922654,11.583177,12.189787,10.617602,-3.829981
174,5-261439-A-15,drops,-381.64627,125.57087,28.414455,6.8545737,11.514693,19.696865,8.384454,14.198143,7.597018,8.091963,3.3462448,7.348019,1.9686203
175,1-23094-B-15,drops,-445.17987,44.516354,-48.49467,-31.560013,-39.171707,-47.07514,-47.12908,-30.208021,-30.730204,-15.258299,-20.384611,-5.6542697,-0.89584196
176,2-64962-A-15,drops,-365.51794,14.065962,-33.49351,-3.3849027,-7.0738034,2.280528,0.66026664,2.200127,-14.872291,-2.4970174,4.294489,6.1173954,-13.028076
177,1-23094-A-15,drops,-451.88205,42.88323,-44.324165,-28.492395,-31.367275,-42.753605,-47.1337,-21.077187,-26.39291,-13.2702265,-20.672783,-2.2541697,-2.2616048
178,1-50623-A-15,drops,-576.7703,52.319874,6.9746256,9.402549,1.7651709,5.753925,-0.7927723,3.8263845,-0.060007427,4.6654806,4.020187,8.187178,3.7513998
179,5-241846-A-15,drops,-491.09305,-0.4226677,42.51373,12.785699,14.394916,20.580835,0.9070365,10.904171,-8.196803,11.649062,-7.7636604,11.06508,-7.171512
180,4-188293-A-15,drops,-570.5077,98.34078,24.503658,24.460562,14.841986,19.797085,16.506716,17.579445,6.6857586,3.566109,-0.27974695,0.3969793,-0.65425414
181,5-259180-A-15,drops,-498.22684,28.876152,16.582157,9.251761,2.5566106,1.621151,1.1841512,2.365695,1.3463233,1.5286491,0.75511336,2.380661,1.8012519
182,5-261433-A-15,drops,-447.53415,32.602398,8.845145,0.95926523,3.3319504,2.1097383,0.0836402,0.30417576,0.05654257,-0.872531,-1.0650654,-0.30084273,-0.4701336
183,2-139749-A-15,drops,-639.39386,123.052704,39.74953,12.655477,4.4232283,-4.5227747,-1.6972448,-4.1326914,0.610002,0.62305033,2.1349008,6.2725887,1.4384698
184,3-164594-A-15,drops,-629.4751,-0.16666494,-2.7544599,2.827673,1.8434304,3.4836316,1.62479,3.510174,3.535536,3.4066777,1.8399444,2.344516,1.1306032
185,3-166326-A-15,drops,-573.47327,-9.281552,-103.51442,-31.913057,-1.4658883,16.122818,-0.26424193,1.1307131,-1.2114413,2.4509344,0.11763312,4.043335,0.85573924
186,2-139748-B-15,drops,-518.33264,148.90662,55.33166,19.604017,1.5309657,-5.66319,-17.843767,6.9928193,-3.0879626,-2.1747293,-4.5079308,13.509896,7.9004025
187,5-254832-A-15,drops,-499.65533,55.29948,3.3086276,18.84498,13.660279,22.07756,10.883781,3.730432,1.9664724,6.297663,1.919596,4.87328,-1.8665385
188,5-262641-A-15,drops,-462.4571,123.99097,-6.215449,15.155877,14.869591,14.3585825,9.147561,20.371397,15.92796,18.147135,1.621441,-3.916121,-6.3439965
189,3-160119-A-15,drops,-645.2644,18.193926,0.8917304,2.6113064,-0.027714284,0.45872378,-0.08049594,-1.0160868,-1.3209938,-1.971418,-3.5236893,-2.842766,-3.7613692
190,3-164592-A-15,drops,-707.2769,17.880062,2.0072856,4.9230947,2.9348145,2.4595692,2.8111267,2.9357874,1.3681272,2.2396314,1.2485954,1.6764649,0.22028564
191,4-188293-B-15,drops,-575.7465,101.54058,25.96293,24.0541,18.341923,19.461363,15.019722,17.687483,7.3381405,4.472888,-0.72363067,3.469004,1.843629
192,5-257349-A-15,drops,-588.4032,-91.84794,-30.030039,-15.367678,1.5461404,-8.408057,-15.253373,0.49340203,-3.2361505,13.865231,-2.3345716,7.8650265,0.627653
193,3-164593-A-15,drops,-603.3592,7.6752715,4.9564486,4.094047,2.2187371,2.2352998,0.9211454,2.0204043,1.0104983,0.6851776,-0.059518885,1.2469355,-0.1532613
194,1-16746-A-15,drops,-695.86835,15.206254,5.4036174,9.243661,2.774828,-0.24424738,3.2639377,3.7813907,0.46194327,1.072481,-0.5460204,-0.51299334,-0.25243327
195,1-12653-A-15,drops,-346.36594,92.15909,-2.577717,-0.1262357,4.849517,22.444767,9.019136,5.86032,5.371658,1.7289134,-15.785014,-19.749008,-20.182875
196,5-254832-B-15,drops,-504.79373,57.11993,9.900082,16.1103,10.745254,20.09172,10.077098,5.1837335,3.4481885,7.668151,1.197782,5.176889,-1.857109
197,4-197871-A-15,drops,-762.7483,-31.688171,3.7666438,18.839016,-5.5498233,-1.172173,6.367414,11.179108,-3.1603878,1.5267891,1.9119073,1.9214395,-0.8874114
198,4-174797-A-15,drops,-356.45395,53.283928,22.48688,20.52275,7.2856846,17.45657,6.4281135,7.3972473,1.8704803,7.4719157,2.667143,3.7064111,-1.2433797
199,3-156907-A-15,drops,-602.9018,15.175526,3.5348265,0.5229626,-0.98477364,-1.6366833,-2.9087534,-2.6464055,-2.301258,-1.404748,-1.8860402,-0.76851577,-0.3701397
200,1-977-A-39,glass,-584.2514,-8.4328575,0.501121,1.7342584,-1.1186091,1.6160697,0.93728286,1.8840445,-0.4068844,0.36345553,1.4360042,0.99978226,-0.8101569
201,5-257642-A-39,glass,-404.04993,30.221992,13.033442,10.417694,2.36975,1.8181769,0.42912045,0.7845443,-0.94169617,0.0039029652,-2.7286913,1.9921242,-3.8974478
202,2-112213-B-39,glass,-304.54614,-44.41209,-9.431135,16.811272,0.7421947,10.531982,3.7019486,8.752412,2.4325693,9.757268,3.7383451,5.5579047,-1.0946685
203,3-216284-A-39,glass,-628.55206,-5.8576713,-3.6316104,1.5602778,0.34728426,-1.5506384,-0.61745024,1.1891673,-0.36168766,0.05024185,-1.2990098,0.41288808,-0.72789794
204,3-203375-A-39,glass,-550.92236,0.67879003,-1.7991043,0.2643836,2.3876612,1.3578157,2.3595595,2.1994326,0.8455361,1.419756,-0.19996244,1.4612129,1.0877744
205,3-203374-A-39,glass,-559.0151,-3.586673,-1.9465971,-1.4008037,0.98302656,0.78615904,0.70578015,0.2866738,-0.75910825,0.3042795,-0.89005905,0.6803079,0.04626237
206,4-204777-B-39,glass,-83.37577,10.076294,-5.6715403,10.309674,-4.989667,3.5722125,-3.2273784,6.1811314,-1.2001295,4.465,-2.2860336,4.901712,-0.26766896
207,2-141563-A-39,glass,-543.06055,-1.204467,-1.2935091,13.13474,-1.4158379,1.4284272,-5.873884,1.0679464,-2.5641425,-0.6241054,-1.8647357,1.3126719,-1.6962062
208,1-20133-A-39,glass,-304.2433,33.4614,10.350019,14.231783,4.2228503,9.026481,1.618177,7.821085,1.497951,3.750718,0.4499555,4.023179,0.03698985
209,3-203373-A-39,glass,-613.7358,-3.8899693,-1.178546,0.056564383,1.2242041,1.2912536,0.9539254,1.8369408,0.06116341,0.25236914,0.9183681,1.0545319,0.122146145
210,5-233605-A-39,glass,-611.6351,-2.7005095,-0.22125286,2.2432644,-0.25960878,0.33928528,-1.7438766,-1.5718809,-2.3680131,-1.339561,-2.8306813,-1.6386633,-2.369389
211,1-85168-A-39,glass,-541.20325,8.351625,14.332989,14.231602,8.612347,11.65006,4.15893,10.82698,3.4816434,0.06082216,2.336872,3.5773044,2.1972475
212,3-203371-A-39,glass,-469.08148,9.221669,3.6217656,3.53874,5.02438,2.05903,3.2406008,2.5260534,1.5846746,1.7993423,0.4380836,1.3930595,-1.124943
213,3-216281-A-39,glass,-588.0732,-4.165363,-3.3685114,1.4707694,-0.20801061,-1.9720993,-0.058636695,0.7228492,-1.0152118,-0.08556555,-0.47159794,0.093158275,-0.56835717
214,2-173559-A-39,glass,-374.1002,19.61666,-6.7099643,4.9811897,-6.0113096,-1.5642853,-6.6967397,-1.4873385,-6.8591924,-2.476424,-5.3607655,-2.5835376,-4.6725397
215,5-260432-A-39,glass,-697.05865,-3.6662517,5.199653,3.0584881,1.1739366,1.0819558,0.49361375,-0.5481961,0.8324531,0.35181677,-0.5579874,1.724193,-1.2762122
216,1-88807-A-39,glass,-622.72815,-14.686022,7.73708,2.4213822,1.413357,4.644065,1.8657677,6.41347,0.5801839,4.491782,2.314297,3.7373416,0.73000365
217,1-85184-A-39,glass,-593.65796,-1.0455585,1.8002954,0.7998814,0.44825536,-0.061181005,-0.8633413,1.0640247,0.953598,1.6560935,-1.1099799,-0.12118872,0.12379161
218,5-233607-A-39,glass,-526.8073,-2.8020368,0.4568156,-0.23198603,-2.6491556,-0.5357167,-2.7501776,-1.3221567,-1.5424032,-1.496802,-3.1404123,-1.2748444,-2.1668415
219,1-84704-A-39,glass,-498.0022,10.651131,4.160777,5.188808,1.5656885,3.6460135,0.9031208,4.9831247,1.4735962,2.582704,1.774354,1.3992935,1.9735014
220,4-204123-A-39,glass,-704.00836,4.0459614,-0.63903284,10.483692,-4.2963934,5.0639367,-1.8667969,2.7245777,1.16631,2.4236648,1.2127421,4.2394614,-0.4867445
221,4-204119-A-39,glass,-709.81287,-7.0248895,-2.47737,5.650868,-3.9283466,3.4444559,-0.72708565,2.3892505,0.58672076,1.7887206,0.33672774,2.6772885,-0.35369965
222,2-173607-A-39,glass,-387.54962,-4.2528234,4.8637786,5.4482226,-4.4947515,-3.2441418,-6.0000706,-2.7359283,-3.9036794,-2.141279,-4.0066876,-1.485955,-2.8204215
223,2-173618-A-39,glass,-229.84157,-4.564182,-6.164189,4.979605,-5.455112,-0.88965863,-4.1249657,-2.841803,-4.0516443,-2.7764175,-6.4175134,-1.9995586,-5.364477
224,2-112213-A-39,glass,-221.03412,-17.245928,-19.261326,17.644712,-1.9272723,8.193862,-1.1668763,9.142044,1.0468087,8.986271,0.5537333,4.0942283,-0.34700176
225,5-260434-A-39,glass,-588.4343,-7.063987,-0.20404664,3.215956,-1.4523307,1.0685207,-0.46823868,0.7390317,0.6290073,-0.032663994,0.5001979,1.1554214,-1.001809
226,4-204121-A-39,glass,-695.6983,10.260957,-2.250951,13.55212,-5.3747244,7.0969725,-0.26195413,4.1390476,1.3443074,3.848409,0.6680098,4.397911,-0.060176603
227,1-84536-A-39,glass,-392.08475,22.766848,7.1211815,2.675639,3.5883532,4.7102747,1.2561857,5.353933,1.766524,3.516703,-0.8861465,4.960632,0.05291696
228,5-221529-A-39,glass,-677.911,22.064516,2.385989,4.678801,-2.124268,3.9358063,2.3423815,3.419574,4.1879463,2.7931743,0.68295586,2.496864,-0.45622948
229,3-216280-A-39,glass,-740.7954,-8.7637615,-1.5978981,3.6115415,0.41554144,-0.79415005,1.0224966,-0.094598755,0.07215989,1.2048228,-0.57877547,-0.73599505,0.22969818
230,4-212698-A-39,glass,-537.16754,23.899618,5.5505276,0.5876275,-1.6672423,2.936859,-0.93325233,2.1191707,0.09056819,1.6751162,0.21874501,1.8240058,1.1668814
231,2-250710-A-39,glass,-431.29947,16.525122,-17.454906,3.521433,-5.732725,-1.0579581,-2.877495,-0.067764245,-6.1523013,4.168618,-3.56396,2.1975672,0.28584966
232,4-204115-A-39,glass,-752.43475,7.496305,-3.8643482,9.783225,-4.142628,5.4298024,-1.3831251,1.4824252,-0.4940947,1.3094633,-0.84105843,2.142165,-0.3973723
233,4-204777-C-39,glass,-146.92201,11.423629,-7.4734077,5.706665,-1.1178944,3.19154,-3.3572507,1.6794351,-3.6732574,2.9639776,-2.5618436,1.5878372,-2.6101756
234,4-204777-A-39,glass,-62.455013,-5.8425746,-20.20971,16.060226,-6.850015,7.5649233,-5.21492,3.5837831,-3.0369859,3.117573,-5.5231633,3.9575717,-3.8857284
235,5-260433-A-39,glass,-580.5889,-1.7661479,1.0397093,-1.82444,-1.413234,3.052298,1.0095224,1.191725,0.3315649,0.5900254,0.6144042,1.3743463,-0.122594304
236,3-203377-A-39,glass,-654.25696,1.5126305,-0.6492334,-1.6998702,1.8340737,-0.5209577,0.30058244,0.3850505,-1.1790673,0.43779042,-0.6225882,-0.2554149,-0.5246537
237,5-221528-A-39,glass,-567.65717,7.207145,7.866007,6.2761025,4.34188,6.03908,3.9970303,3.4400315,2.9723713,3.4492009,2.4168696,2.6031754,1.2976302
238,2-106881-A-39,glass,-342.1476,24.436638,-29.482447,-9.102073,-0.0624969,-5.2115474,-12.300202,-4.3538203,-7.119046,0.43027955,-7.8182034,-2.3160274,-8.051042
239,1-84705-A-39,glass,-558.3412,9.823328,0.4332952,1.6513956,0.3336708,1.5206199,-0.5025892,1.0148965,-0.5848936,0.59269494,-0.82297254,-0.035236806,-0.66001844
240,4-117627-A-25,footsteps,-278.69394,101.64308,-7.9320745,19.298067,-4.5274253,25.669796,0.68320435,10.11477,-0.08499468,11.134016,0.81775373,6.1510305,0.49313495
241,5-234263-A-25,footsteps,-527.27905,35.446148,1.4607778,7.949105,4.415299,4.4540353,1.7876825,3.5728745,2.08761,3.0321767,1.614944,2.1778736,0.7499187
242,4-194979-A-25,footsteps,-228.5663,64.86022,-21.821281,-3.690157,-16.326647,-1.2388719,-7.7490153,2.3605292,-5.7187195,2.460913,-5.001829,0.9378667,-6.19316
243,3-103598-A-25,footsteps,-255.5355,45.666668,-9.895165,20.623219,3.1635623,15.487633,6.4945807,13.505617,6.1410847,10.338,6.3645267,10.483991,2.0044887
244,5-263490-A-25,footsteps,-360.57272,129.52888,-4.500116,22.081272,11.351615,9.732469,1.9455109,6.990254,-0.7190789,2.4391232,-4.6041174,3.4400532,-1.0459365
245,3-103599-B-25,footsteps,-220.35931,66.19067,-9.187553,12.115459,7.2352023,17.539707,2.6875901,9.534046,5.0661936,11.069544,5.125338,9.940941,1.1973922
246,2-209477-A-25,footsteps,-235.56454,77.063385,11.880854,7.279558,-0.100189336,4.269334,0.8085508,0.0301699,2.2217264,3.4042313,-2.5265088,5.5477123,-1.1850553
247,3-103599-A-25,footsteps,-256.87494,77.223976,-9.689223,13.472312,8.220262,17.912966,4.7494373,11.625846,8.59558,10.277348,5.135633,9.775239,2.4538896
248,4-198962-B-25,footsteps,-513.3313,164.72345,21.095846,20.716475,19.098581,19.703798,3.4115713,9.342913,4.3538904,4.4081345,6.057996,2.0094762,2.1678839
249,2-209471-A-25,footsteps,-198.78773,105.54872,3.3562155,5.099356,0.1516831,2.7686903,1.6402087,-2.8041077,-0.34893158,2.1900985,-5.248526,0.26247904,-5.4841824
250,4-218304-A-25,footsteps,-380.87845,69.86784,-5.1222644,17.736118,-5.3120584,7.4907064,0.7982732,6.317813,-1.069666,7.169209,0.34638467,6.084477,-0.82997704
251,4-218304-B-25,footsteps,-306.73688,50.607925,-27.652212,-3.2757695,-6.325364,8.679684,-0.42574742,6.675655,1.3478746,8.949232,-0.9269879,5.593036,-1.0256926
252,2-209473-A-25,footsteps,-209.40373,105.30402,9.000978,12.684904,0.08494764,5.5415964,-1.1635122,-0.2507769,0.122206144,-0.60182166,-4.4487734,0.17372805,-4.725267
253,5-263501-A-25,footsteps,-306.52283,125.84791,-21.600481,-2.0930147,2.0787525,-2.0616965,-1.018273,5.3876743,-5.985103,0.9575,-8.031032,4.5156474,-6.9482594
254,2-209472-A-25,footsteps,-212.79572,106.2827,4.874286,12.17273,0.08128811,6.5927243,-0.07256529,1.243973,0.17230451,0.7554802,-2.6644154,1.4317086,-5.019632
255,5-51149-A-25,footsteps,-288.27225,83.56751,9.026799,19.918062,6.49248,9.454263,0.65442586,6.840469,2.256483,5.9605045,1.2905307,4.7373996,0.027363358
256,5-243025-A-25,footsteps,-325.44293,94.10099,0.6453068,17.408756,-7.2624593,13.796383,1.9298348,13.978014,-2.4535341,10.689134,-1.6370915,4.5269737,-4.388584
257,1-51147-A-25,footsteps,-392.63483,32.394566,-7.3189173,0.47192886,-9.912264,-0.13291107,-9.0745125,1.6613432,-7.0977306,3.4409618,-2.2777104,4.7833076,-0.9188374
258,5-234855-A-25,footsteps,-422.48477,59.091072,9.468399,23.841646,11.377039,18.204226,5.090102,10.177465,2.760962,10.509557,2.6105099,7.905129,0.9300044
259,3-249913-A-25,footsteps,-417.57465,141.57631,-0.3191231,14.888622,3.9197028,25.55703,7.523798,18.18518,9.264156,13.044114,3.6923358,7.815331,2.1784267
260,1-155858-E-25,footsteps,-302.43542,94.26224,-8.004536,3.7937837,-10.080244,-6.2906423,-12.370185,-15.261257,-19.533709,-8.211353,-14.234957,-12.707054,-16.987059
261,5-244310-A-25,footsteps,-221.1941,82.7173,9.390579,23.402258,7.2924294,17.66799,1.4423541,11.76236,3.4195101,10.12146,-0.15643646,6.146931,0.76457494
262,1-155858-F-25,footsteps,-388.18576,73.54915,-6.5154257,-8.077669,-8.180876,-1.2676193,-9.5304365,-3.3856852,-9.388578,-1.6949934,-6.2629848,-0.69225657,-6.9798474
263,4-198962-A-25,footsteps,-537.27295,116.574326,46.69997,19.161903,12.718312,13.833492,7.8635945,5.6757617,5.0493746,4.0253806,4.6930027,4.265588,2.5926273
264,1-155858-B-25,footsteps,-348.93942,70.071045,-15.191961,-9.826969,-9.673966,-2.1496165,-9.525458,-4.6131134,-12.430755,-2.9695256,-7.025552,-2.595961,-8.816546
265,4-117630-A-25,footsteps,-351.32462,82.35169,-22.576284,21.509842,11.330784,13.887256,1.3002546,7.6293087,9.672402,12.48283,1.448696,8.246635,5.8335996
266,2-209478-A-25,footsteps,-203.34906,87.752426,7.77788,7.780611,-2.0179844,7.1679373,-1.6166282,3.0061297,-0.040030293,1.7782676,-0.8815576,3.6462927,0.16500165
267,1-155858-C-25,footsteps,-345.61615,79.708145,-23.377003,-11.0489235,-7.5793295,-1.6566216,-10.819305,-6.5333667,-11.87812,-3.8551204,-6.3106284,-0.996041,-8.014235
268,3-94344-A-25,footsteps,-206.26994,26.137802,-10.255049,20.606386,4.2766595,13.475494,7.01018,8.716532,3.6686025,8.472966,4.3200784,12.136487,2.19468
269,1-155858-D-25,footsteps,-325.6916,83.31747,-24.13002,-13.891386,-8.1484995,-2.8200464,-13.800795,-9.331216,-12.291754,-2.9054403,-6.398255,-2.9113815,-10.491108
270,3-103597-A-25,footsteps,-217.25742,44.983025,-0.28043902,16.707485,0.54959047,12.031647,0.74332625,10.300916,2.504301,6.5100245,-0.4831913,7.248807,0.11976148
271,3-94343-A-25,footsteps,-258.80157,78.03539,15.966753,23.386387,11.850171,20.030336,14.832305,12.785569,12.404157,16.135897,7.510461,13.351195,4.271196
272,1-155858-A-25,footsteps,-359.08783,77.45069,-11.720873,-10.571416,-10.328253,-3.4880967,-10.384362,-9.225964,-13.043116,-3.8779948,-8.64729,-3.912915,-9.699749
273,2-209476-A-25,footsteps,-202.94862,93.83782,7.7050204,3.975151,-2.6809983,7.988974,1.0511072,4.4779196,1.5128446,2.7340572,-0.8106994,3.9608624,-1.7425158
274,3-94342-A-25,footsteps,-128.46758,6.008603,-4.830247,11.325398,-0.035536837,9.520915,9.376609,10.58587,8.564254,13.869854,8.381642,12.992918,5.6098504
275,2-209475-A-25,footsteps,-211.74162,94.72265,4.1275816,7.889216,-0.3658779,0.7621718,-0.19029187,-2.0237195,0.50297636,0.68906426,-4.5867534,1.9679588,-3.5283399
276,1-223162-A-25,footsteps,-559.8346,10.200623,1.6612439,1.4346886,0.51260644,1.3601868,0.811113,0.47995362,0.15868233,0.27750877,0.22586049,0.38691086,0.14332873
277,2-209474-A-25,footsteps,-186.79012,111.39792,0.71251327,9.699529,-0.42294598,8.386073,0.023578592,3.1261199,-1.4489985,3.3448672,-0.92790246,2.6715338,-3.0187414
278,5-263491-A-25,footsteps,-334.91772,120.29909,-3.3734035,-2.8608344,-2.4979315,6.920812,1.0398147,6.1655083,-5.826037,-1.3811694,-8.461587,2.5846655,-3.0101726
279,4-194981-A-25,footsteps,-262.551,136.28777,-7.1982055,15.278539,-6.7102246,5.020377,-6.2949443,3.2443585,-5.2807,1.4619372,-5.3960233,0.34892565,-5.9247375
280,3-95694-A-5,cat,-325.87604,82.4535,-21.869041,2.3347666,-0.81874704,13.461095,-3.5196564,6.1945887,-3.6434653,1.5700959,1.8270109,3.1775045,7.388263
281,1-56380-B-5,cat,-514.56287,14.515236,-29.495338,20.459158,-6.955654,13.737319,-2.9231684,2.2297466,-1.7579211,2.6325288,-4.2383714,-4.4467707,9.144122
282,1-47819-B-5,cat,-420.01926,78.71314,-6.0463276,21.1345,3.715227,9.376656,-0.32900885,4.1458664,-3.9983552,1.0143996,-3.6885195,7.438194,0.7243077
283,2-83934-A-5,cat,-352.86792,99.347855,-3.6765225,16.36597,10.819789,15.581855,7.462091,11.045211,11.57521,19.734755,17.460072,11.468884,5.050085
284,1-34094-A-5,cat,-231.27477,90.72642,-24.676712,11.644122,-10.786425,-5.4160247,-0.7386878,18.691664,-1.6291999,1.8690017,-0.41347367,3.5974867,-2.6198454
285,4-133047-C-5,cat,-310.42807,82.70734,-37.796215,17.020641,28.810265,-1.7485394,3.06644,16.68631,1.6182029,-0.47415453,4.0583863,9.552239,13.315808
286,2-110011-A-5,cat,-383.1865,24.353273,-5.851844,7.359607,-1.5557431,3.2869349,0.13666388,0.6296715,-1.0382257,-0.5884442,2.3401423,3.87003,5.1942344
287,3-95695-B-5,cat,-260.79306,72.230865,-33.645573,10.810022,-0.7085976,4.755393,-11.475366,7.3329434,4.401902,6.586854,2.8616135,0.50960433,0.009105734
288,2-69131-A-5,cat,-403.85162,25.469429,-37.125637,-18.198425,-7.357156,6.523727,-2.8273985,5.902026,-1.6482091,-1.6776489,-2.409462,-4.712294,-5.3854146
289,4-133047-A-5,cat,-359.57968,83.424,-13.068842,14.071812,21.202902,6.949644,7.6852636,19.554068,-0.5470818,3.832285,-7.90328,7.627655,12.619496
290,4-161303-B-5,cat,-469.03882,13.837968,-4.6011653,0.44189593,7.530814,5.166222,-2.3188226,1.4951454,-0.4827161,5.4496603,6.940576,6.51992,2.097086
291,1-34094-B-5,cat,-241.95709,101.19648,-24.40701,9.279932,-14.887854,-3.0038574,0.035001636,20.039656,-2.3814983,2.4119132,0.86382985,5.1036763,-5.577158
292,5-172639-A-5,cat,-320.14194,40.836666,-6.2987127,22.198008,1.7125093,10.852758,-4.2947316,5.6555595,0.13611448,6.8638983,8.404774,12.867712,9.69502
293,1-47819-C-5,cat,-441.7582,74.31306,1.1744847,20.268423,4.7168703,12.425563,3.6380184,7.163975,-4.572952,-0.61085856,-6.5523977,1.2331123,-3.348437
294,3-95695-A-5,cat,-325.53958,78.43439,-11.837141,7.050005,-1.8551407,6.270163,-4.046749,6.5452466,-0.4657816,10.311245,4.0031013,-1.6890901,-4.093289
295,2-82274-A-5,cat,-395.22028,94.67206,0.77929467,37.43315,11.504365,10.686595,3.138696,4.295736,4.927972,13.723688,2.895947,5.4711914,-1.1049354
296,3-95698-A-5,cat,-366.789,57.18232,-22.048449,-6.875242,0.40094835,1.3982872,-4.747425,4.825225,0.8234234,0.08909545,-1.7311729,-3.4488084,-1.7786032
297,2-110010-A-5,cat,-561.75696,7.848859,-7.5219364,1.1701492,-5.6151724,0.79439175,-3.7848706,0.13967282,-2.659889,2.543331,1.4478548,2.630725,3.9901872
298,2-69131-B-5,cat,-293.81802,31.306211,-81.3411,-18.640272,-14.990217,4.779392,-8.835944,12.30009,-16.4577,-13.468745,5.7545767,-12.423226,-4.831478
299,4-161303-A-5,cat,-408.8726,44.29646,-10.683783,4.7600317,22.824305,15.690949,-3.4292903,11.948373,1.1203989,15.455502,15.795361,14.95138,6.7831388
300,5-214759-A-5,cat,-483.95404,36.474277,-31.908592,5.852238,5.819347,6.147021,-10.899657,-7.1360173,-5.1263027,-1.2413926,5.4860973,3.3600297,4.351203
301,5-214759-B-5,cat,-476.50735,31.013536,-26.495821,1.869291,5.812804,10.196474,-6.7953887,-5.3717747,-6.1007576,-3.981683,3.967181,4.0807695,5.745266
302,2-83934-B-5,cat,-358.1849,101.64983,-9.693511,15.6711235,13.8644,21.71969,-1.0214542,11.9584055,9.960003,7.098743,16.121376,8.714899,16.473534
303,5-177614-A-5,cat,-435.99625,25.297293,-7.420364,20.170914,6.864903,7.1463013,2.781406,9.379983,3.3636749,1.0707072,-3.501885,-1.4341727,8.636805
304,3-146964-A-5,cat,-459.3889,162.21902,29.162998,-1.53116,-48.262474,-6.3034506,-0.48130357,-0.9167599,-6.9904194,12.36281,-12.545691,-1.3448192,0.59442216
305,2-82274-B-5,cat,-392.9102,90.54083,1.3809847,36.8501,13.802763,19.385288,0.37045014,5.534607,3.0207057,13.9539,5.1811237,8.9217205,-1.4580246
